Store Number,City,Zip Code,County,2015 Total Bottles Sold,2015 Average Margin Ratio,2015 Average Sale (Dollars),2015 Total Sales (Dollars),2015 Total Transactions,2015 Average Volume per Sale (Liters),2015 Total Volume Sold (Liters),2015 DaysOpen,2015 Average Price per Bottle (Dollars),2015 Average Price per Liter (Dollars),2015 Average Margin,2015 Average Sales per Day,Q1_15 Total Bottles Sold,Q1_15 Average Margin Ratio,Q1_15 Average Sale (Dollars),Q1_15 Total Sales (Dollars),Q1_15 Total Transactions,Q1_15 Average Volume per Sale (Liters),Q1_15 Total Volume Sold (Liters),Q1_15 DaysOpen,Q1_15 Average Price per Bottle (Dollars),Q1_15 Average Price per Liter (Dollars),Q1_15 Average Margin,Q1_15 Average Sales per Day,Q1_16 Total Bottles Sold,Q1_16 Average Margin Ratio,Q1_16 Average Sale (Dollars),Q1_16 Total Sales (Dollars),Q1_16 Total Transactions,Q1_16 Average Volume per Sale (Liters),Q1_16 Total Volume Sold (Liters),Q1_16 DaysOpen,Q1_16 Average Price per Bottle (Dollars),Q1_16 Average Price per Liter (Dollars),Q1_16 Average Margin,Q1_16 Average Sales per Day
4190,JEFFERSON,50129,Greene,9196,0.334588745031,105.27463745,132119.67,1255,8.95956175299,11244.25,51,13.4408446215,14.6854699298,35.4140478088,361.97169863,2610,0.33429623452,95.9247222222,34532.9,360,8.47569444444,3051.25,12,13.5196944444,14.6040582011,32.2405833333,379.482417582,2401,0.334379154982,133.064,35261.96,265,11.7990566038,3126.75,13,12.646490566,14.0081221923,44.6864150943,387.494065934
4191,PELLA,50219,Marion,5761,0.33512530332,196.539668874,89032.47,453,15.1258498896,6852.01,29,15.2618763797,16.1005705212,66.0421633554,243.924575342,550,0.334064822584,94.1405333333,7060.54,75,7.87493333333,590.62,5,13.9084,15.6054920635,31.4354666667,77.5883516484,2045,0.334787616585,311.637857143,34903.44,112,25.9442857143,2905.76,8,16.5607142857,17.8880312388,105.332589286,383.554285714
4192,BETTENDORF,52722,Scott,6630,0.334670077533,127.325915119,96003.74,754,10.7309018568,8091.1,49,13.7520557029,14.2488152078,42.6360344828,263.023945205,1494,0.335142175974,126.28525,20205.64,160,11.928125,1908.5,12,13.2801875,13.4614880952,42.54,222.04,1440,0.3340946149,112.396923077,20456.24,182,10.2736263736,1869.8,13,13.9104395604,14.501607797,37.7042307692,224.793846154
4193,HARTLEY,51346,O'Brien,5089,0.33410506484,48.1925831564,68096.12,1413,3.75411181883,5304.56,45,13.3395258316,16.3972371723,16.1321868365,186.564712329,997,0.333938687162,50.849010989,13881.78,273,3.90505494505,1066.08,9,13.4973626374,16.9288657771,17.0198168498,152.547032967,1283,0.333836936108,45.102386059,16823.19,373,3.52638069705,1315.34,13,13.7995174263,16.1822254931,15.0633512064,184.87021978
4194,NEWTON,50208,Jasper,10947,0.335272855233,129.609568706,129220.74,997,12.7622868606,12724.0,51,12.1423871615,11.843318527,43.6282447342,354.029424658,2536,0.335514059678,131.815086207,30581.1,232,12.8351293103,2977.75,12,12.1297413793,12.1198604269,44.6279310345,336.056043956,3529,0.33499317671,172.398901515,45513.31,264,16.3664772727,4320.75,13,12.4168560606,12.8480105804,58.1679924242,500.146263736
4195,TOLEDO,52342,Tama,9009,0.334427932995,114.069981567,123765.93,1085,10.4622949309,11351.59,49,13.5881382488,15.2601247345,38.2626635945,339.084739726,2140,0.334096790581,110.091439394,29064.14,264,10.3499242424,2732.38,12,13.2554545455,14.6997365755,37.3115530303,319.386153846,2113,0.334304673586,114.855107296,26761.24,233,11.4881974249,2676.75,13,12.412832618,13.909969344,38.651888412,294.07956044
4196,DAVENPORT,52806,Scott,12012,0.334598824911,157.202387476,160660.84,1022,14.077739726,14387.45,50,14.4226125245,15.5082872053,52.7396575342,440.166684932,3013,0.335238037252,188.921150442,42696.18,226,17.9247787611,4051.0,12,13.9934070796,14.5426611884,63.8916814159,469.188791209,3175,0.33367877158,150.639618056,43384.21,288,14.0512152778,4046.75,13,14.7478125,15.8120800265,50.7765625,476.74956044
4197,SERGEANT BLUFF,51054,Woodbury,9405,0.334545869013,89.0304680582,140757.17,1581,7.10777988615,11237.4,51,15.250740038,15.3525134785,29.8246679317,385.636082192,2215,0.334767100965,91.9070752089,32994.64,359,7.77158774373,2790.0,12,15.869275766,16.5299575541,30.7697771588,362.578461538,2194,0.333973272008,75.0773831776,32133.12,428,6.07535046729,2600.25,13,14.9264485981,15.0156708945,25.0960514019,353.111208791
4200,SIOUX CITY,51108,Woodbury,6591,0.334764096421,104.717137809,88904.85,849,9.25323910483,7856.0,44,14.0908716137,14.9079017331,35.3235217903,243.574931507,1872,0.335129732311,149.008295455,26225.46,176,13.8579545455,2439.0,9,14.360625,15.310487013,50.3251704545,288.191868132,2195,0.334910819103,142.734190476,29974.18,210,13.5666666667,2849.0,11,13.5607619048,13.9883764172,48.1087142857,329.386593407
4201,SIOUX CITY,51109,Woodbury,7485,0.334420182699,72.6464934114,99235.11,1366,5.87957540264,8031.5,52,13.8070058565,14.8235864185,24.2895461201,271.877013699,1543,0.334354362885,68.4723129252,20130.86,294,5.67091836735,1667.25,12,13.6606802721,14.5308195659,22.9061904762,221.218241758,1926,0.334262752868,76.8183433735,25503.69,332,6.15813253012,2044.5,13,13.7413855422,14.659242685,25.6900301205,280.26032967
4202,SIOUX CITY,51106,Woodbury,11343,0.334933753041,152.07663586,164546.92,1082,13.2351663586,14320.45,51,14.6402957486,13.8716237567,50.9793530499,450.813479452,2086,0.334934544981,121.497488987,27579.93,227,12.0154185022,2727.5,11,14.0332599119,12.9974680092,40.7012334802,303.076153846,3033,0.334756631812,236.517329843,45174.81,191,18.7842931937,3587.8,13,15.3266492147,14.6879606083,79.1894764398,496.426483516
4204,CLINTON,52733,Clinton,10330,0.334424170664,145.458488746,135712.77,933,12.9533762058,12085.5,51,13.9117577706,14.3917623641,48.7754769561,371.815808219,2335,0.334563803909,169.180655738,30960.06,183,15.8647540984,2903.25,12,13.327431694,13.6888056206,56.8904371585,340.22043956,1776,0.334152308598,98.4907488987,22357.4,227,9.48898678414,2154.0,12,14.4358590308,15.3607216279,32.8959911894,245.685714286
4205,MARSHALLTOWN,50158,Marshall,8432,0.334675711394,132.059399093,116476.39,882,12.1799886621,10742.75,43,14.3680272109,13.6095022136,44.3155895692,319.11339726,2157,0.334677636709,143.241490385,29794.23,208,13.7776442308,2865.75,9,13.8473557692,13.2172435897,48.5955288462,327.409120879,2321,0.334154633958,198.662402235,35560.57,179,17.6033519553,3151.0,10,14.9248603352,14.6619499867,67.1401117318,390.775494505
4209,GRIMES,50111,Polk,38106,0.334774083361,175.805880218,581214.24,3306,12.6873865699,41944.5,52,16.1790199637,15.1547994987,58.8158439201,1592.36778082,8418,0.334731791104,174.499558011,126337.68,724,12.7458563536,9228.0,13,15.8427762431,14.9675677453,58.3685635359,1388.32615385,8292,0.333813012239,175.193776596,131745.72,752,12.2712765957,9228.0,12,16.773643617,15.3525614235,58.479893617,1447.75516484
4223,EVANSDALE,50707,Black Hawk,11041,0.334394430311,62.986284585,79677.65,1265,4.90543873518,6205.38,31,11.8829486166,17.0916493477,21.0448063241,218.294931507,2328,0.334906030989,62.3788571429,15282.82,245,5.2467755102,1285.46,9,11.2085306122,15.5622259475,20.8649795918,167.943076923,2785,0.33447883886,66.0716413374,21737.57,329,5.09954407295,1677.75,7,12.3544680851,16.0158985342,22.0758662614,238.874395604
4228,VINTON,52349,Benton,24084,0.334853998011,194.419897157,321376.09,1653,17.1194192377,28298.4,50,13.2896975197,12.3157574732,65.4325045372,880.482438356,5742,0.334898670471,201.847815789,76702.17,380,17.5239473684,6659.1,12,13.2655263158,12.3280783208,67.8629210526,842.880989011,6733,0.334251283384,225.085121359,92735.07,412,19.9773058252,8230.65,13,13.1648300971,12.1557845007,75.8913106796,1019.0667033
4229,HARLAN,51537,Shelby,10049,0.334268076363,230.502198697,141528.35,614,22.0779315961,13555.85,47,14.2211889251,13.2353131301,77.4923941368,387.74890411,1398,0.334066084437,135.548333333,18705.67,138,12.7717391304,1762.5,11,13.4751449275,12.5627467219,45.2463043478,205.556813187,1715,0.333908701912,137.562,20634.3,150,15.775,2366.25,13,13.8542666667,11.6280888889,46.2871333333,226.750549451
4230,CLIVE,50325,Polk,6097,0.334801881058,99.9289688249,83340.76,834,8.40573141487,7010.38,49,13.5950119904,14.2881753244,33.4800239808,228.330849315,1703,0.335013391389,82.6176951673,22224.16,269,7.3280669145,1971.25,14,13.3579182156,14.3429279518,27.6978066914,244.221538462,1640,0.334250273667,139.580844156,21495.45,154,13.6558441558,2103.0,8,13.0513636364,13.327606679,47.0990909091,236.213736264
4231,LE MARS,51031,Plymouth,10645,0.334419193205,140.653271484,144028.95,1024,12.6625976562,12966.5,51,14.8205957031,15.2139141555,47.2182617187,394.599863014,2265,0.334448154253,125.784710744,30439.9,242,11.0154958678,2665.75,12,14.8421900826,15.3028669815,42.1090495868,334.504395604,2617,0.333983140472,149.785400844,35499.14,237,13.7352320675,3255.25,13,14.67092827,14.3823749247,50.1954852321,390.10043956
4233,CRESCO,52136,Howard,10339,0.334623384343,128.719382171,145839.06,1133,11.9379964695,13525.75,50,14.2751809356,13.2601130585,43.177113857,399.559068493,2676,0.334217564907,134.3335,37613.38,280,12.6,3528.0,13,13.7135,12.9443129252,45.1526785714,413.333846154,2720,0.334215091487,127.735490196,39087.06,306,11.5906862745,3546.75,13,13.7915359477,12.8662247121,42.7687581699,429.528131868
4234,SPENCER,51301,Clay,9004,0.334605666146,213.216234375,136458.39,640,18.626328125,11920.85,52,13.90228125,12.9077449777,71.832109375,373.85860274,2235,0.334242531579,280.690074627,37612.47,134,22.6884328358,3040.25,13,13.9579850746,13.2101954513,94.5335820896,413.323846154,2435,0.334350974206,216.750828402,36630.89,169,20.0073964497,3381.25,13,13.478816568,13.2239165962,72.82,402.537252747
4235,WEBSTER CITY,50595,Hamilton,8362,0.334805824107,170.935291411,111449.81,652,16.4988496933,10757.25,42,14.6882361963,14.1324437628,57.7758588957,305.341945205,1632,0.334721651147,143.683243243,21265.12,148,14.089527027,2085.25,10,14.1523648649,13.0170109395,48.5364864865,233.682637363,2019,0.333816761607,169.660704225,24091.82,142,15.6038732394,2215.75,12,14.0464084507,14.529305835,57.2451408451,264.745274725
4236,EAGLE GROVE,50533,Wright,13587,0.334508737572,105.608540749,191785.11,1816,8.70374449339,15806.0,51,15.5862334802,15.6712720264,35.5198292952,525.438657534,3721,0.33478062794,124.543411215,53304.58,428,10.3674065421,4437.25,13,15.3014719626,15.8632098353,42.0245794393,585.764615385,3497,0.333798001536,102.079216495,49508.42,485,8.49690721649,4121.0,13,16.0196701031,16.2485292096,34.3743092784,544.048571429
4239,SPIRIT LAKE,51360,Dickinson,13506,0.334678120131,190.716104418,189953.24,996,19.2810742972,19203.95,49,13.5979116466,12.0463630713,64.3892269076,520.419835616,2439,0.333878727957,202.077666667,36373.98,180,20.5958333333,3707.25,13,12.7626111111,10.7433756614,68.2406666667,399.714065934,3320,0.334701959117,174.170608365,45806.87,263,17.6825095057,4650.5,13,14.3733079848,13.5585116784,59.1758935361,503.372197802
4246,SHENANDOAH,51601,Page,5071,0.334033476862,107.326433991,70728.12,659,8.91775417299,5876.8,48,14.3256752656,14.3315340704,35.9960698027,193.775671233,1064,0.333927671787,95.4287741935,14791.46,155,8.27096774194,1282.0,11,14.1649677419,14.2174101382,31.8608387097,162.543516484,1356,0.333577417021,136.417866667,20462.68,150,9.455,1418.25,12,14.6691333333,14.6999111111,45.5406,224.864615385
4248,SHELDON,51201,O'Brien,9311,0.335467394322,455.534335443,143948.85,316,39.8028481013,12577.7,35,13.6387974684,13.1342148885,153.822056962,394.380410959,1760,0.336072161085,316.2725,25301.8,80,32.4375,2595.0,9,13.001875,11.7132916667,108.5355,278.041758242,1791,0.334140635873,358.968428571,25127.79,70,36.5142857143,2556.0,8,13.4135714286,13.0872176871,122.202428571,276.12956044
4249,CLARINDA,51632,Page,3549,0.334617786859,91.4016159696,48077.25,526,8.26353612167,4346.62,27,13.523878327,13.1118635705,30.6606273764,131.718493151,921,0.334427471039,79.5564,11933.46,150,7.225,1083.75,8,13.0357333333,12.7962253968,26.6288,131.136923077,1014,0.33392513222,98.9104195804,14144.19,143,8.47027972028,1211.25,8,14.1825874126,14.1282983683,33.0933566434,155.430659341
4250,ELDORA,50627,Hardin,5064,0.334179524169,93.422919708,63994.7,685,8.85802919708,6067.75,47,13.6237226277,12.904964894,31.3149635036,175.327945205,1264,0.334106966905,85.744494382,15262.52,178,8.3202247191,1481.0,12,12.6619662921,12.3573515249,28.7461797753,167.72,1799,0.333993193251,109.848857143,23068.26,210,10.3761904762,2179.0,11,12.7173333333,12.6412267574,37.0608095238,253.497362637
4251,AMES,50014,Story,9881,0.334285204743,103.341464407,152428.66,1475,5.90676610169,8712.48,44,19.3435254237,24.0177627605,34.5326576271,417.612767123,2564,0.334461039932,94.1289485981,40287.19,428,5.55764018692,2378.67,10,17.9948831776,22.0432713233,31.4635514019,442.716373626,3421,0.333967408235,120.369254079,51638.41,429,7.18836829837,3083.81,12,20.488997669,25.602103183,40.1965034965,567.455054945
4252,MONTICELLO,52310,Jones,11640,0.334570530376,128.17875502,159582.55,1245,11.896746988,14811.45,50,14.4396144578,15.8635838649,43.2605542169,437.212465753,2308,0.334877163713,121.210813953,31272.39,258,11.3781007752,2935.55,13,14.3468217054,15.6354489664,40.8757751938,343.652637363,2684,0.334370860332,132.500693431,36305.19,274,13.0925182482,3587.35,13,14.2932846715,15.3071080987,44.8977372263,398.958131868
4253,WINTERSET,50273,Madison,12543,0.334594554398,146.576144681,172226.97,1175,12.3692510638,14533.87,42,14.6963489362,14.5551991895,49.1112,471.854712329,4926,0.334417450819,173.620052356,66322.86,382,15.2503141361,5825.62,11,14.424947644,14.8605223136,58.4210732984,728.822637363,2106,0.334195448408,118.1175,29293.14,248,9.29032258065,2304.0,9,15.5862096774,15.3815418587,39.4254435484,321.902637363
4254,EMMETSBURG,50536,Palo Alto,9078,0.334316468056,134.331814208,122913.61,915,12.152295082,11119.35,44,13.7506885246,13.2714285714,45.1467868852,336.749616438,1934,0.334368014182,136.295,26713.82,196,12.3665816327,2423.85,12,13.6093877551,13.439101069,45.9407653061,293.558461538,2379,0.33436345132,150.835169082,31222.88,207,14.8357487923,3071.0,12,12.9029468599,12.0791074304,51.107294686,343.108571429
4255,ORANGE CITY,51041,Sioux,27074,0.334131838426,294.341508678,440923.58,1498,21.5299799733,32251.91,52,14.7138651535,17.477581724,98.7022696929,1208.00980822,6326,0.33401728851,248.591352785,93718.94,377,20.8442440318,7858.28,13,14.9178779841,17.5224021426,83.4245888594,1029.87846154,5707,0.334003331152,223.662188295,87899.24,393,17.6470992366,6935.31,13,13.055826972,15.7462292659,74.9884987277,965.925714286
4256,SIOUX CENTER,51250,Sioux,10938,0.334298861595,199.384619105,164891.08,827,16.0255743652,13253.15,46,13.3348730351,16.271468302,66.9863724305,451.756383562,2476,0.333887903752,185.210245098,37782.89,204,14.6907843137,2996.92,13,13.4820588235,16.8509010271,62.2385294118,415.196593407,2587,0.333545874431,228.575,39772.05,174,19.7298275862,3432.99,12,13.9617241379,17.2666584565,77.0556896552,437.055494505
4258,BURLINGTON,52601,Des Moines,11542,0.334700863207,183.700517928,184435.32,1004,14.487310757,14545.26,48,14.4547310757,14.754361102,61.8362649402,505.302246575,3008,0.334746843981,165.640992908,46710.76,282,13.1852836879,3718.25,14,14.9591489362,15.4826409997,56.1219148936,513.305054945,3001,0.333636324856,229.76583691,53535.44,233,15.4667381974,3603.75,11,14.7503862661,15.245595749,76.6166094421,588.301538462
4260,OSCEOLA,50213,Clarke,14741,0.334236549854,283.023310887,252173.77,891,20.6061167228,18360.05,52,17.1831762065,16.6922071242,95.0494163861,690.887041096,2685,0.333819935914,294.524025157,46829.32,159,20.6594968553,3284.86,12,15.9016981132,15.6489817311,98.2196855346,514.607912088,2825,0.33388424889,168.731769231,43870.26,260,13.1288461538,3413.5,13,16.9052692308,15.9750695971,56.6663461538,482.090769231
4265,WATERLOO,50702,Black Hawk,33189,0.333814491312,95.5278364988,231368.42,2422,5.31005367465,12860.95,52,11.1235177539,21.3419338527,31.8766184971,633.886082192,7308,0.333683775408,96.6076521739,55549.4,575,4.90027826087,2817.66,12,11.5538782609,23.1864351967,32.2274608696,610.432967033,8431,0.333624947534,114.005147601,61790.79,542,5.91507380074,3205.97,13,12.6110516605,23.4942086189,38.0273616236,679.01967033
4266,SHENANDOAH,51601,Page,6943,0.334095473279,141.635394322,89796.84,634,9.82996845426,6232.2,45,15.1220347003,15.7711446598,47.3061829653,246.018739726,1609,0.334275292125,136.170789474,20697.96,152,9.37894736842,1425.6,11,14.5034868421,15.9626002506,45.5027631579,227.45010989,1838,0.333779576942,129.866545455,21427.98,165,9.79454545455,1616.1,11,14.9469090909,13.6853795094,43.3412121212,235.472307692
4267,ANITA,50020,Cass,5345,0.333960439347,62.1911882998,68037.16,1094,5.09666361974,5575.75,46,13.7997806216,14.135220249,20.7721846435,186.403178082,1385,0.333939440064,61.8231884058,17063.2,276,5.36141304348,1479.75,11,13.314673913,13.4390424431,20.6552898551,187.507692308,1208,0.333789860536,59.5345922747,13871.56,233,5.37017167382,1251.25,13,13.5959656652,14.0817433068,19.8772103004,152.434725275
4268,ALGONA,50511,Kossuth,9732,0.334765602771,113.159634907,127078.27,1123,10.7524577026,12075.01,50,13.9263045414,14.9974864811,38.419109528,348.159643836,2713,0.334237364386,130.077594502,37852.58,291,13.4858419244,3924.38,12,14.1973539519,15.6722175714,44.8223367698,415.962417582,2086,0.33402548199,128.882073733,27967.41,217,11.7092165899,2540.9,13,14.3486175115,15.2082773755,43.016359447,307.334175824
4269,TIPTON,52772,Cedar,19042,0.335055113292,74.8518139224,223657.22,2988,6.40423694779,19135.86,52,12.8074564926,15.9468010753,25.2093273092,612.759506849,4246,0.334779152033,80.9403442623,49373.61,610,7.25870491803,4427.81,12,12.2955081967,15.2805783547,27.3146557377,542.567142857,4166,0.334194036988,75.7153720238,50880.73,672,6.6584375,4474.47,13,13.34625,15.9439716199,25.5052380952,559.128901099
4271,CENTERVILLE,52544,Appanoose,6528,0.334170442165,162.917538995,94003.42,577,14.537694974,8388.25,43,15.6713344887,14.5622315755,54.5150433276,257.543616438,1557,0.333841968368,157.372089552,21087.86,134,14.2667910448,1911.75,10,14.7258955224,13.9459630419,52.5985820896,231.734725275,1704,0.333789485364,165.2316,24784.74,150,14.81,2221.5,12,15.8675333333,14.4192857143,55.6111333333,272.35978022
4272,ESTHERVILLE,51334,Emmet,6968,0.335077535573,151.792761905,95629.44,630,15.3415873016,9665.2,44,14.0572222222,12.1733340447,51.1306349206,261.998465753,1698,0.335222792375,150.784285714,22165.29,147,16.3112244898,2397.75,11,13.1739455782,11.1622384192,50.9742857143,243.574615385,1750,0.333812279628,169.482651515,22371.71,132,20.1818181818,2664.0,12,13.4092424242,10.9769588745,56.8153030303,245.842967033
4273,DES MOINES,50317,Polk,20651,0.333805027931,41.9970456455,149971.45,3571,2.8552058247,10195.94,52,11.4930775693,19.4131319068,14.0150938113,410.880684932,3935,0.333685310246,35.3636463415,28998.19,820,2.53509756098,2078.78,12,10.7932317073,18.7975184551,11.7966341463,318.661428571,6878,0.33359942311,46.3420481928,38463.9,830,3.16831325301,2629.7,14,11.1601807229,19.5474638193,15.4675903614,422.68021978
4274,RUTHVEN,51358,Palo Alto,2436,0.333954768942,80.48096,30180.36,375,7.388,2770.5,24,15.1446133333,14.3620393651,26.8781066667,82.6859178082,528,0.333903696107,87.7894594595,6496.42,74,8.01689189189,593.25,5,15.7663513514,14.8835199485,29.3047297297,71.3892307692,606,0.334169631496,78.3277777778,7049.5,90,7.68888888889,692.0,6,13.6944444444,13.1370687831,26.1756666667,77.467032967
4275,KNOXVILLE,50138,Marion,8103,0.334351487473,253.601816406,129844.13,512,20.5077148438,10499.95,40,14.4173632813,15.2723876581,85.5087304687,355.737342466,1471,0.33414088038,268.18127907,23063.59,86,21.7587209302,1871.25,10,14.4862790698,14.5482613511,90.5301162791,253.446043956,2527,0.33409126303,342.952090909,37724.73,110,27.3147272727,3004.62,10,12.6362727273,14.2501342561,115.05,414.557472527
4277,LE MARS,51031,Plymouth,22876,0.333843622311,134.087097021,351040.02,2618,8.47284568373,22181.91,52,17.8129488159,20.883487593,44.7638120703,961.753479452,5166,0.333727248808,117.811804044,75752.99,643,7.81272161742,5023.58,13,16.8024416796,19.9139493271,39.3197511664,832.45043956,4970,0.333612911784,147.745831663,73725.17,499,9.57881763527,4779.83,13,17.907995992,21.1883165077,49.3034268537,810.166703297
4279,KEOTA,52248,Keokuk,2377,0.334425566498,63.2130346821,21871.71,346,5.96560693642,2064.1,24,11.0696531792,13.7025254611,21.1445375723,59.9224931507,649,0.333876552534,66.805875,5344.47,80,6.555875,524.47,5,10.702375,13.7082157738,22.294875,58.7304395604,617,0.333727408334,58.3654166667,5603.08,96,5.37458333333,515.96,6,10.7946875,13.4211309524,19.4759375,61.5723076923
4283,MARION,52302,Linn,5155,0.334067704193,100.408534031,57534.09,573,7.33813263525,4204.75,45,13.3020244328,16.6639530873,33.5251657941,157.627643836,1507,0.334562386747,118.306577181,17627.68,149,8.35523489933,1244.93,11,13.5456375839,16.7488990093,39.5267785235,193.710769231,1121,0.33400221101,57.9074418605,12450.1,215,4.27623255814,919.39,11,13.8599534884,16.7244643877,19.3455348837,136.814285714
4284,IOWA FALLS,50126,Hardin,5209,0.33511773767,141.325621053,67129.67,475,13.8584210526,6582.75,43,13.7970105263,12.8465082707,47.7268421053,183.91690411,1431,0.335169774313,145.70352,18212.94,125,14.97,1871.25,10,12.9388,11.3868952381,49.31736,200.142197802,1140,0.334909923257,153.2,15166.8,99,15.2121212121,1506.0,9,13.778989899,12.2600481,51.9466666667,166.668131868
4285,NEW HAMPTON,50659,Chickasaw,9439,0.334361229376,123.331946375,124195.27,1007,11.618917577,11700.25,48,13.1049751738,13.3410460113,41.5003574975,340.261013699,2507,0.334346341897,154.202110092,33616.06,218,15.1594036697,3304.75,12,12.900733945,13.0649672346,52.1616055046,369.407252747,3031,0.334131172551,155.083079848,40786.85,263,14.5446768061,3825.25,13,12.6785551331,13.0830689842,52.3379467681,448.207142857
4289,WAUKON,52172,Allamakee,5157,0.334565815914,94.2977684964,79021.53,838,8.80161097852,7375.75,45,15.8431742243,14.0371559268,31.6854653938,216.497342466,1403,0.334793703759,112.240101523,22111.3,197,10.4073604061,2050.25,11,16.812893401,14.2221198936,37.9073096447,242.981318681,1287,0.33441570929,86.6398636364,19060.77,220,8.16931818182,1797.25,13,15.4050454545,13.9402337662,29.1277727273,209.459010989
4291,CRESTON,50801,Union,17381,0.333863114586,78.9619704888,256863.29,3253,5.80556409468,18885.5,52,15.4329880111,15.9272681627,26.4824162312,703.735041096,4128,0.33400298397,70.8344336175,58155.07,821,5.44853836784,4473.25,13,14.8390864799,15.1146395221,23.7293422655,639.066703297,4753,0.333606649855,89.0620100503,70893.36,796,6.60332914573,5256.25,13,15.6517839196,16.326448313,29.8906909548,779.047912088
4296,KEOSAUQUA,52565,Van Buren,7820,0.33404407171,82.8530698659,117402.8,1417,5.90431898377,8366.42,50,15.6326817219,17.12458366,27.685194072,321.651506849,1817,0.333955376691,79.4457831325,26376.0,332,5.83846385542,1938.37,11,15.6657228916,17.0573105644,26.5294277108,289.846153846,1926,0.333845191496,90.5398742138,28791.68,318,6.58091194969,2092.73,12,15.3202201258,16.0176815026,30.2156603774,316.392087912
4298,DYSART,52224,Tama,3522,0.334643123134,121.435192308,37887.78,312,10.1028846154,3152.1,35,11.7038141026,12.6473519536,40.59,103.802136986,810,0.334529165082,126.742608696,8745.24,69,10.1956521739,703.5,7,11.6014492754,12.8871911663,42.3426086957,96.1015384615,708,0.333788493958,127.149090909,8391.84,66,10.1409090909,669.3,8,12.668030303,13.3907683983,42.4290909091,92.218021978
4299,CENTRAL CITY,52214,Linn,8318,0.334711831321,72.1488501414,76549.93,1061,6.22124410933,6600.74,50,12.2420263902,14.4519120774,24.1468331762,209.725835616,1840,0.33470033976,83.7809569378,17510.22,209,7.00717703349,1464.5,13,12.3107655502,14.2285213033,28.0366507177,192.42,1832,0.334172897338,65.2402681992,17027.71,261,5.8283908046,1521.21,13,11.2507662835,14.2209301215,21.8092720307,187.117692308
4300,OSKALOOSA,52577,Mahaska,9182,0.334945435268,195.521352459,143121.63,732,14.1677595628,10370.8,49,13.6967213115,14.1273835545,65.4629508197,392.114054795,2667,0.334315641638,274.07484472,44126.05,161,18.4860248447,2976.25,12,13.3579503106,13.2207630878,91.5388198758,484.901648352,2652,0.333873358058,255.198562092,39045.38,153,24.4901960784,3747.0,13,15.6006535948,14.235166511,86.1016993464,429.07010989
4301,DES MOINES,50320,Polk,21679,0.333707143307,135.160399202,203146.08,1503,6.29079840319,9455.07,97,13.8212840985,24.3410198701,45.0868330007,556.56460274,4649,0.333560524059,131.281428571,44110.56,336,6.01657738095,2021.57,19,13.6158035714,24.277290355,43.7846130952,484.731428571,5801,0.333504940948,141.944181818,54648.51,385,6.84012987013,2633.45,19,14.1778961039,24.4162079041,47.3336883117,600.533076923
4303,MEDIAPOLIS,52637,Des Moines,6788,0.333844800795,41.1748659517,92149.35,2238,2.86647006256,6415.16,52,14.7455183199,16.3234411562,13.7417113494,252.463972603,1621,0.333720254874,41.0768121442,21647.48,527,3.00024667932,1581.13,13,14.795142315,15.9969061467,13.7071537002,237.884395604,1580,0.333461710215,38.8313138686,21279.56,548,2.57819343066,1412.85,13,14.2169890511,16.2777079123,12.9478284672,233.841318681
4306,HAMPTON,50441,Franklin,5026,0.334286977353,36.7281460674,65376.1,1780,2.82757865169,5033.09,52,15.5694269663,16.9050542508,12.2852022472,179.11260274,1418,0.334337955413,38.6253258427,17188.27,445,3.02849438202,1347.68,13,15.4103146067,17.9002921489,12.9348764045,188.882087912,1153,0.333735954745,33.6471364653,15040.27,447,2.50353467562,1119.08,13,15.5331991051,17.2042630345,11.2377404922,165.277692308
4310,CHEROKEE,51012,Cherokee,5759,0.335190680949,91.7902866593,83253.79,907,7.52122381477,6821.75,44,15.0979603087,15.3095484853,30.8584785006,228.092575342,1170,0.334457667753,88.5816666667,17007.68,192,6.56510416667,1260.5,8,15.0196875,15.6334722222,29.6409375,186.897582418,1441,0.334464062805,52.7712857143,18469.95,350,4.85857142857,1700.5,13,14.1586571429,14.3182911565,17.7539714286,202.966483516
4311,FORT DODGE,50501,Webster,14549,0.33465402432,171.619018519,185348.54,1080,16.4634259259,17780.5,52,13.5124814815,13.5773126102,57.9946944444,507.804219178,3977,0.334523443981,173.338020134,51654.73,298,16.5058724832,4918.75,13,13.8076845638,13.474049217,58.920704698,567.634395604,4135,0.334401984582,240.544484305,53641.42,223,23.8486547085,5318.25,13,13.1380717489,12.9985308563,81.6858744395,589.466153846
4312,COUNCIL BLUFFS,51501,Pottawattamie,85280,0.333914403824,199.918347566,1404626.31,7026,11.2268986621,78880.19,52,16.6198405921,20.3570304901,66.695009963,3848.29126027,22206,0.334034052368,207.953697768,363295.11,1747,11.653485976,20358.64,13,16.2913279908,19.9720048254,69.3908070979,3992.25395604,20276,0.333593422443,197.898404378,343551.63,1736,10.9268663594,18969.04,13,17.3370794931,21.1099705281,65.9915264977,3775.29263736
4313,ATLANTIC,50022,Cass,6016,0.334402904379,141.482336283,79937.52,565,12.7752212389,7218.0,42,13.5308318584,12.9499047619,47.4562654867,219.00690411,1359,0.334151920522,127.097571429,17793.66,140,11.3732142857,1592.25,11,14.351,14.0728367347,42.5461428571,195.534725275,1874,0.334835015751,153.963607595,24326.25,158,15.0284810127,2374.5,12,13.5325316456,12.3348945148,51.8979113924,267.321428571
