Store Number,City,Zip Code,County,2015 Total Bottles Sold,2015 Average Margin Ratio,2015 Average Sale (Dollars),2015 Total Sales (Dollars),2015 Total Transactions,2015 Average Volume per Sale (Liters),2015 Total Volume Sold (Liters),2015 DaysOpen,2015 Average Price per Bottle (Dollars),2015 Average Price per Liter (Dollars),2015 Average Margin,2015 Average Sales per Day
3916,OTTUMWA,52501,Wapello,15206,0.333882601255,28.8657390382,81632.31,2828,2.23920792079,6332.48,52,8.43319660537,17.3728897227,9.63625884017,223.650164384
3917,DAVENPORT,52804,Scott,23923,0.333982169443,63.8625364317,162146.98,2539,4.433434423,11256.49,51,10.5093658921,19.5141537129,21.3154785349,444.23830137
3918,DAVENPORT,52802,Scott,11586,0.333684184126,61.7822419187,59249.17,959,4.99637122002,4791.52,52,9.94700729927,18.0658453008,20.6187591241,162.326493151
3920,CLINTON,52732,Clinton,18598,0.333834838389,30.0961105926,128991.93,4286,2.27846476902,9765.5,53,10.8570368642,18.5027233121,10.0464535698,353.402547945
3926,IOWA CITY,52240,Johnson,73987,0.334669226291,171.163161265,882003.77,5153,13.2410343489,68231.05,68,14.6274345042,18.0714469821,57.2176557345,2416.44868493
3928,NORTH LIBERTY,52317,Johnson,17631,0.333678998826,47.443402568,125630.13,2648,3.08225453172,8161.81,50,11.0041389728,20.9624162425,15.8315445619,344.192136986
3930,ST LUCAS,52166,Fayette,3581,0.334737147699,149.068738318,63801.42,428,10.6457242991,4556.37,46,19.9152803738,16.0943065754,49.8353971963,174.798410959
3932,MAPLETON,51034,Monona,15276,0.334179618722,65.8764353499,222135.34,3372,4.91870106762,16585.86,53,15.4343801898,16.0771029577,22.0170225386,608.589972603
3934,MAQUOKETA,52060,Jackson,13620,0.334390716558,168.545217391,193827.0,1150,13.9186956522,16006.5,48,15.5861304348,14.0371614907,56.3449565217,531.032876712
3942,TOLEDO,52342,Tama,30579,0.334032030317,75.4117070218,373740.42,4956,5.62920500404,27898.34,52,13.7981719128,17.3320144194,25.231299435,1023.94635616
3943,NEVADA,50201,Story,14510,0.334409036611,35.7243404255,134323.52,3760,2.92848138298,11011.09,52,11.6896914894,15.7399323711,11.947143617,368.009643836
3944,DUBUQUE,52002,Dubuque,55180,0.334093362754,671.128473609,940922.12,1402,46.0919400856,64620.9,52,17.8956776034,16.8317438523,224.105,2577.86882192
3947,BROOKLYN,52211,Poweshiek,7249,0.334110835737,63.988418694,99949.91,1562,4.8197631242,7528.47,52,14.8786043534,17.4104383656,21.3782330346,273.835369863
3949,PELLA,50219,Marion,14370,0.334238739455,198.542618596,209263.92,1054,14.3538899431,15129.0,49,15.3547912713,15.0048391615,66.3438330171,573.325808219
3950,STATE CENTER,50247,Iowa,3596,0.334806068851,31.4520975232,40636.11,1292,2.86774767802,3705.13,37,11.7586145511,14.0004799557,10.5470743034,111.331808219
3952,BETTENDORF,52722,Scott,177414,0.333747922794,331.601389222,3045758.76,9185,18.4818388677,169755.69,105,20.1230375612,23.550326409,110.618768645,8344.54454795
3957,EDGEWOOD,52042,Clayton,3698,0.334489889803,68.3634254144,49495.12,724,5.53314917127,4006.0,28,14.0636049724,13.9592830834,22.8497237569,135.603068493
3959,DUBUQUE,52001,Dubuque,6808,0.334542052767,49.5513040238,66497.85,1342,4.90401639344,6581.19,48,11.2005663189,14.8239861404,16.6149701937,182.185890411
3963,COUNCIL BLUFFS,51501,Pottawattamie,23372,0.333694628227,42.2718853695,196183.82,4641,2.98305106658,13844.34,51,10.1550247791,17.6718389835,14.1027278604,537.489917808
3964,SIOUX RAPIDS,50585,Buena Vista,5247,0.334606019634,50.6321037669,71239.37,1407,4.28650319829,6031.11,51,13.9047192608,14.1324912095,16.9713432836,195.176356164
3968,MONROE,50170,Jasper,3280,0.334027752315,83.7821487603,40550.56,484,6.3083677686,3053.25,51,13.7023553719,14.5051790634,27.9791735537,111.097424658
3972,HUBBARD,50122,Hardin,3356,0.335134382489,63.7304191617,42571.92,668,6.5927994012,4403.99,29,12.795254491,12.6602889025,21.3868413174,116.63539726
3980,IOWA CITY,52246,Johnson,40255,0.334540034841,157.696065983,568809.71,3607,11.8195869143,42633.25,52,15.0825561408,14.544226702,52.7125117826,1558.38276712
3981,SIOUX CENTER,51250,Sioux,22748,0.334613301867,170.881096491,350648.01,2052,12.7171052632,26095.5,52,16.0553118908,15.0845795043,57.1837621832,960.679479452
3986,SIOUX CITY,51101,Woodbury,30875,0.334115614025,100.953702749,352530.33,3492,6.29920389462,21996.82,52,15.7696076747,20.4052871577,33.6944959908,965.836520548
3987,ALGONA,50511,Kossuth,21343,0.334494481797,148.424178273,266421.4,1795,11.2116044568,20124.83,52,15.455816156,16.9360998806,49.7147576602,729.921643836
3989,CHEROKEE,51012,Cherokee,17259,0.334468632134,97.2344848485,160436.9,1650,7.28417575758,12018.89,51,13.3121333333,16.1315283448,32.514030303,439.553150685
3990,OSKALOOSA,52577,Mahaska,30849,0.33440682697,71.9152204368,349076.48,4854,5.09336629584,24723.2,53,16.2388051092,20.6334394419,24.0357437165,956.373917808
3993,WATERLOO,50701,Black Hawk,36403,0.333914831686,113.673652105,288844.75,2541,6.27757969303,15951.33,50,12.2047146793,21.1525963002,37.933888233,791.355479452
3995,CEDAR FALLS,50613,Black Hawk,29497,0.333586413666,229.793656542,393406.74,1712,15.9647780374,27331.7,52,16.1623481308,18.0204289052,76.6433528037,1077.82668493
3997,OSCEOLA,50213,Clarke,8352,0.334388954023,170.076518219,126026.7,741,12.2935222672,9109.5,47,16.2311875843,15.439161365,56.875708502,345.278630137
4000,WOODBINE,51579,Harrison,5392,0.33434264616,50.9711465517,59126.53,1160,4.18090517241,4849.85,38,11.692112069,14.074742303,17.0455517241,161.990493151
4001,CARROLL,51401,Carroll,15612,0.334545142709,167.716531469,239834.64,1430,13.5807692308,19420.5,52,16.1145314685,13.9498418248,56.1978041958,657.081205479
4004,AMES,50010,Story,26059,0.334351036238,165.970239443,381233.64,2297,12.2079886809,28041.75,52,15.8635437527,15.0984393723,55.462363953,1044.47572603
4010,GLENWOOD,51534,Mills,7053,0.334514398484,115.344557721,76934.82,667,9.76664167916,6514.35,51,11.2432383808,12.2872581566,38.5512143928,210.780328767
4011,ALBIA,52531,Monroe,13834,0.334207159313,117.2467375,187594.78,1600,8.529725,13647.56,49,14.507125,16.9472290794,39.2389,513.95830137
4013,TIPTON,52772,Cedar,7514,0.3341477059,167.573500898,93338.44,557,11.5843806104,6452.5,38,14.8921723519,16.8330281269,56.0067863555,255.721753425
4014,DENISON,51442,Crawford,16503,0.334419398972,151.132302717,233650.54,1546,11.349450194,17546.25,52,15.5292043984,14.9305565823,50.5660413972,640.138465753
4015,AMES,50010,Story,18335,0.334067952476,185.509004392,253405.3,1366,13.6662152269,18668.05,51,15.7068301611,16.5513469985,62.0041288433,694.26109589
4016,CONRAD,50621,Grundy,2678,0.335329994814,65.3245695364,39456.04,604,5.57350993377,3366.4,36,14.8095860927,15.3022648716,21.8906622517,108.098739726
4018,GLADBROOK,50635,Iowa,2688,0.334132501897,62.2030694981,32221.19,518,6.21621621622,3220.0,32,12.941023166,13.1100661886,20.8068532819,88.2772328767
4019,MANCHESTER,52057,Delaware,17342,0.334502172107,167.455107632,256708.68,1533,12.8897586432,19760.0,51,15.7707827789,14.8627462492,56.0283757339,703.311452055
4021,FAIRFIELD,52556,Jefferson,15939,0.334246598572,137.442985075,211799.64,1541,10.5093445814,16194.9,52,14.5420635951,13.9160662526,45.9310447761,580.272986301
4023,BOONE,50036,Boone,16341,0.334650751683,140.093434757,239419.68,1709,10.4337331773,17831.25,52,15.3586366296,14.1921750397,46.8534698654,655.944328767
4024,IOWA FALLS,50126,Hardin,7569,0.334615455711,170.695909091,105148.68,616,12.8053246753,7888.08,44,15.8082467532,16.1731277135,57.08375,288.078575342
4025,BELLE PLAINE,52208,Benton,8009,0.334080496256,52.6337902622,70266.11,1335,4.90537827715,6548.68,35,11.966082397,16.0260181861,17.5862097378,192.509890411
4027,CENTERVILLE,52544,Appanoose,12405,0.334664172478,138.423512658,174967.32,1264,10.6513053797,13463.25,51,14.9167642405,13.5903013864,46.3181724684,479.362520548
4034,POSTVILLE,52162,Allamakee,2215,0.333902947482,73.8119093851,22807.88,309,6.96485436893,2152.14,15,13.8021682848,14.7147453383,24.6384142395,62.4873424658
4042,GLENWOOD,51534,Mills,1477,0.333726459229,162.933333333,33238.4,204,9.28519607843,1894.18,23,25.9052941176,21.814254386,54.3624019608,91.064109589
4046,CENTERVILLE,52544,Appanoose,5819,0.333981058781,39.5209768829,52997.63,1341,3.33936614467,4478.09,50,12.581715138,15.9468298606,13.2143176734,145.198986301
4051,MAQUOKETA,52060,Jackson,12796,0.335141111868,144.54433195,174175.92,1205,13.3514522822,16088.5,49,13.7266970954,13.1698648488,48.8225311203,477.19430137
4057,DES MOINES,50316,Polk,51078,0.333862314987,194.226471947,588506.21,3030,8.06698679868,24442.97,92,20.4725412541,29.3280433458,64.7816765677,1612.34578082
4062,DES MOINES,50314,Polk,43401,0.333719112686,110.647411035,338913.02,3063,5.61131570356,17187.46,56,13.7676787463,22.724434024,36.9108521058,928.528821918
4067,WELLMAN,52356,Wapello,7303,0.33449657807,51.2681260097,95204.91,1857,3.77032310178,7001.49,50,16.0881260097,18.6369703401,17.175993538,260.835369863
4068,WEST DES MOINES,50265,Polk,25898,0.334274556315,74.918133031,198233.38,2646,4.86128873772,12862.97,59,12.611409675,20.1001209688,25.0120219199,543.105150685
4069,OTTUMWA,52501,Wapello,10254,0.334715761223,324.183569024,192565.04,594,23.1366498316,13743.17,48,15.4865656566,15.4589048168,108.984444444,527.575452055
4070,BELLE PLAINE,52208,Benton,12384,0.334216701656,113.773168654,200354.55,1761,7.88317433277,13882.27,52,16.3716070415,17.5034433067,38.0708461102,548.916575342
4073,FOREST CITY,50436,Winnebago,31738,0.33428190099,130.816518874,436665.54,3338,10.5534092271,35227.28,52,15.4601437987,14.8765714428,43.726204314,1196.34394521
4077,WATERLOO,50703,Black Hawk,24519,0.333901139526,114.590628234,155041.12,1353,6.8633924612,9286.17,50,10.9130968219,20.191591877,38.2350184775,424.770191781
4081,STORY CITY,50248,Story,5630,0.335166745901,69.4839517014,63299.88,911,6.58874862788,6002.35,38,11.6379253568,12.9272259683,23.2671020856,173.424328767
4083,ANKENY,50021,Polk,16877,0.334702853367,111.408024801,251559.32,2258,8.62033658105,19464.72,68,15.6488795394,16.6183732212,37.3194995571,689.203616438
4084,ANKENY,50023,Polk,11916,0.335199569062,131.38399061,167908.74,1278,10.3920031299,13280.98,49,15.2129029734,16.2051451202,44.0401799687,460.023945205
4090,WINTHROP,50682,Buchanan,2612,0.333975997146,134.306215278,38680.19,288,10.3993055556,2995.0,25,15.9939930556,15.0997354497,44.8511805556,105.973123288
4091,CLEAR LAKE,50428,Cerro Gordo,16706,0.334993749059,111.202483092,230189.14,2070,10.1916280193,21096.67,52,14.6859661836,15.5991091557,37.5875797101,630.655178082
4092,NORWALK,50211,Warren,14306,0.334973767904,314.073630137,229273.75,730,23.4659452055,17130.14,51,14.4938493151,14.7178710131,105.672260274,628.147260274
4097,SCHLESWIG,51461,Crawford,6055,0.333816234012,52.5170920044,95896.21,1826,3.62149507119,6612.85,52,17.2652738226,16.4261988213,17.5411610077,262.729342466
4098,WASHINGTON,52353,Washington,10638,0.334327844118,147.595455417,153942.06,1043,11.1888782359,11670.0,51,15.1883413231,13.9920755148,49.3382358581,421.759068493
4102,AMES,50010,Story,10890,0.33530705138,69.7897122665,138253.42,1981,6.325340737,12530.5,50,12.9804745078,13.7090589169,23.4650277638,378.776493151
4103,AMES,50010,Story,16349,0.334904400802,156.221646458,244799.32,1567,11.1757179324,17512.35,52,14.9891512444,15.8579162488,52.3273133376,670.683068493
4104,MASON CITY,50401,Cerro Gordo,19850,0.33551750463,232.593723296,228639.63,983,25.6682604273,25231.9,52,13.8351881994,11.9180648404,78.5573550356,626.409945205
4105,NEVADA,50201,Story,10794,0.335024678082,68.093399112,138025.32,2027,6.17562900839,12518.0,52,14.1717464233,15.0754276787,22.929950666,378.151561644
4106,DUBUQUE,52002,Dubuque,6578,0.334563766893,37.2616448598,59804.94,1605,3.67259813084,5894.52,51,10.5814641745,15.172784793,12.4996697819,163.849150685
4107,BOONE,50036,Boone,17963,0.334159120386,115.369673289,261312.31,2265,9.0639205298,20529.78,50,15.3702781457,16.3453292364,38.8221236203,715.924136986
4110,PARKERSBURG,50665,Butler,8930,0.334283070135,134.576772959,105508.19,784,12.2027423469,9566.95,49,12.8460969388,12.2532555879,45.0187117347,289.063534247
4114,ATLANTIC,50022,Cass,10343,0.333878270791,100.310757475,150967.69,1505,7.14086378738,10747.0,52,17.8544916944,19.7584757748,33.5349966777,413.610109589
4116,LAKE VIEW,51450,Sac,3776,0.335016726419,120.433580563,47089.53,391,9.43941176471,3690.81,40,15.0113554987,16.3820241781,40.3467263427,129.012410959
4118,LAKE VIEW,51450,Sac,9495,0.334583125175,103.059788401,131504.29,1276,8.35286833856,10658.26,52,15.0617868339,14.5630376735,34.4745846395,360.285726027
4125,WAPELLO,52653,Louisa,5962,0.334191893383,48.2689894907,59708.74,1237,4.09839935327,5069.72,37,11.6520856912,14.0739716865,16.1296523848,163.585589041
4126,SOLON,52333,Johnson,13465,0.33385646496,146.743637131,173891.21,1185,10.8367510549,12841.55,50,14.7588860759,15.2013011855,49.0055274262,476.414273973
4129,AMES,50010,Story,35706,0.33417865006,68.7267383286,652148.02,9489,3.39265570661,32192.91,56,18.3044778164,23.1792917,22.9585130151,1786.70690411
4130,KEOSAUQUA,52565,Van Buren,2211,0.334516352617,141.656341463,29039.55,205,10.7743902439,2208.75,19,14.8156097561,13.996562137,47.3559512195,79.5604109589
4131,URBANDALE,50322,Polk,15590,0.33480414753,249.682510373,240693.94,964,19.846473029,19132.0,52,13.9708195021,14.9152588421,84.095280083,659.435452055
4132,CAMANCHE,52730,Clinton,8438,0.333671365278,101.369025471,91536.23,903,7.63934662237,6898.33,51,13.7344739756,16.3295073904,33.8135880399,250.784191781
4133,WEBSTER CITY,50595,Hamilton,5004,0.335022024883,89.4954738562,54771.23,612,8.03918300654,4919.98,44,12.9921895425,14.4178464731,30.1092156863,150.058164384
4134,PLEASANTVILLE,50225,Marion,6192,0.334087124807,52.8443606557,64470.12,1220,3.88662295082,4741.68,50,14.6496229508,17.3033434774,17.6489016393,176.630465753
4135,ALTOONA,50009,Polk,13900,0.334626299704,302.72669344,226136.84,747,20.4258232932,15258.09,46,14.9446987952,16.5408360258,101.284136546,619.552986301
4136,GRIMES,50111,Polk,13382,0.335344621086,205.655230608,196195.09,954,16.6247903564,15860.05,50,14.7929454927,14.4737752071,68.9932180294,537.520794521
4137,WAUKEE,50263,Dallas,13068,0.335646081706,140.248213009,196207.25,1399,10.7836669049,15086.35,51,14.3131808435,15.3054634263,47.0326090064,537.554109589
4138,INDIANOLA,50125,Warren,11015,0.334933053762,117.684882943,140751.12,1196,11.8504598662,14173.15,51,13.3512040134,13.0241427541,39.595083612,385.619506849
4140,DES MOINES,50313,Polk,19339,0.334246763342,150.983241018,201713.61,1336,14.5206511976,19399.59,52,12.4183907186,14.9429111622,50.6759281437,552.640027397
4141,DES MOINES,50320,Polk,6965,0.334251467161,124.952824773,82718.77,662,11.8933534743,7873.4,45,12.1551359517,13.6856378579,41.9432628399,226.626767123
4143,LAWLER,52154,Chickasaw,5272,0.334492635532,218.673678474,80253.24,367,15.0585831063,5526.5,27,15.3965667575,15.4350629298,73.1108991826,219.871890411
4146,WAVERLY,50677,Bremer,10116,0.335176184796,74.8565536409,134666.94,1799,6.96371873263,12527.73,50,13.2394441356,14.3646555626,25.2159255142,368.950520548
4147,CEDAR FALLS,50613,Black Hawk,14592,0.334897555249,150.82488218,204820.19,1358,13.2264359352,17961.5,52,14.2553608247,14.4670157444,50.5267378498,561.151205479
4148,INDEPENDENCE,50644,Buchanan,11873,0.334518429776,133.378244275,174725.5,1310,11.3806870229,14908.7,52,14.4452519084,16.1730032372,44.8867938931,478.7
4149,DENISON,51442,Crawford,5966,0.335035823027,164.769185336,80901.67,491,15.7808553971,7748.4,34,13.7202240326,13.3777597507,55.3574949084,221.648410959
4150,WATERLOO,50701,Black Hawk,10718,0.334667850975,152.672760131,139390.23,913,15.0429901424,13734.25,51,13.705837897,14.7059724613,51.3827929901,381.891041096
4152,MISSOURI VALLEY,51555,Harrison,16066,0.334275029837,45.4457527005,197734.47,4351,3.507517812,15261.21,51,14.3178303838,16.6890435864,15.1895908986,541.738273973
4153,EVANSDALE,50707,Black Hawk,11881,0.334659147147,148.117163462,154041.85,1040,13.3429038462,13876.62,48,13.1676442308,14.0828863324,49.8387115385,422.032465753
4154,HIAWATHA,52233,Linn,6507,0.334857698013,63.5038418474,90746.99,1429,5.55832750175,7942.85,45,13.6068089573,13.8104338698,21.3065850245,248.621890411
4155,MARION,52302,Linn,6141,0.33463445146,118.785897079,85407.06,719,10.4489568846,7512.8,43,13.6218776078,13.9722271342,39.8646314325,233.991945205
4156,OELWEIN,50662,Fayette,23091,0.334952997192,195.152482451,305803.94,1567,16.9627632419,26580.65,52,12.9568410976,14.1127839821,65.7762539885,837.819013699
4157,NORTH LIBERTY,52317,Johnson,11907,0.335321474263,120.196461769,160342.08,1334,9.28251874063,12382.88,52,13.8144677661,15.1663704003,40.3173313343,439.293369863
4158,CARROLL,51401,Carroll,11904,0.334574954402,164.016599395,162540.45,991,15.6024117053,15461.99,49,13.693814329,13.476667868,55.3740363269,445.31630137
4159,COUNCIL BLUFFS,51503,Pottawattamie,9557,0.334332628123,214.56761976,143331.17,668,17.1972305389,11487.75,41,14.5275898204,14.320687197,71.6591916168,392.688136986
4160,IOWA CITY,52240,Johnson,6413,0.3355251389,94.4201158749,81484.56,863,8.23482039397,7106.65,43,13.3356199305,13.7648645368,31.7537427578,223.245369863
4161,IOWA CITY,52246,Johnson,7085,0.334773265366,117.933777778,95526.36,810,9.45665432099,7659.89,51,13.833037037,15.1880022824,39.6717283951,261.716054795
4162,CEDAR RAPIDS,52404,Linn,14674,0.335119629015,169.681236333,201750.99,1189,14.9613708999,17789.07,52,14.0323633305,13.9950231287,57.1805634987,552.742438356
4163,STORM LAKE,50588,Buena Vista,9291,0.334669580525,167.2775,132483.78,792,15.5284722222,12298.55,38,14.6401388889,15.477703373,56.4821590909,362.969260274
4164,BETTENDORF,52722,Scott,22128,0.334058419815,86.8588928893,193000.46,2222,6.16224572457,13692.51,51,13.851129613,18.8046627647,29.0072367237,528.768383562
4165,ANKENY,50023,Polk,7547,0.33414146013,44.1220443798,121291.5,2749,2.49028010186,6845.78,81,18.9278937796,21.9464847848,14.7278974172,332.305479452
4166,JESUP,50648,Buchanan,5504,0.334717544496,53.3483066362,69939.63,1311,4.34963386728,5702.37,52,14.434057971,15.0464074135,17.8655911518,191.615424658
4167,DUBUQUE,52001,Dubuque,126982,0.33382990648,194.573038999,1850973.32,9513,11.5870104068,110227.23,54,16.3750425733,20.485889808,64.9078093136,5071.15978082
4170,WEST BRANCH,52358,Cedar,3435,0.33411191981,23.156615873,36471.67,1575,2.01919365079,3180.23,26,11.6730920635,14.2802170282,7.74328888889,99.9223835616
4171,CASCADE,52033,Dubuque,10235,0.334736390845,126.03528021,143932.29,1142,9.97285464098,11389.0,51,14.4518651489,13.9103006421,42.2438441331,394.335041096
4172,ALDEN,50006,Hardin,5022,0.334768358471,95.7634042553,85516.72,893,7.09109742441,6332.35,49,18.4472116461,17.0840624167,32.0299552072,234.292383562
4173,PAULLINA,51046,O'Brien,3850,0.335125571318,64.2043453071,55408.35,863,5.64453070684,4871.23,40,16.0721205098,14.801436006,21.5391425261,151.80369863
4176,CEDAR RAPIDS,52405,Linn,11761,0.334043286981,77.4598298429,118358.62,1528,5.12531413613,7831.48,51,13.9490706806,18.8791628288,25.8799018325,324.270191781
4177,LE GRAND,50142,Marshall,6399,0.334238480618,27.8120322444,65552.96,2357,2.14128128978,5047.0,39,12.1695036063,16.1623376015,9.29402206194,179.597150685
4180,MARION,52302,Linn,24318,0.333722089195,52.4569289165,152020.18,2898,3.70470324362,10736.23,51,10.2129675638,19.9642763347,17.5066563147,416.493643836
4182,DYERSVILLE,52040,Dubuque,10918,0.334931901889,144.353342857,151571.01,1050,12.8261904762,13467.5,49,13.6551428571,14.313414966,48.7598761905,415.263041096
4183,DECORAH,52101,Winneshiek,21888,0.334155993816,132.851211735,312466.05,2352,9.58678996599,22548.13,52,15.552585034,16.5685862616,44.4495110544,856.071369863
4184,MUSCATINE,52761,Muscatine,7503,0.334721599989,101.201236181,100695.23,995,8.14924623116,8108.5,52,13.6652261307,14.342159312,33.9100301508,275.877342466
4185,GRINNELL,50112,Poweshiek,11088,0.334485849417,115.494279346,155455.3,1346,9.77427934621,13156.18,51,14.9365824666,15.9622788014,38.7285066865,425.904931507
4186,DES MOINES,50321,Polk,8680,0.33381865104,54.7806282272,63655.09,1162,3.72252151463,4325.57,47,13.7476506024,20.4438144235,18.2868416523,174.397506849
4189,MANCHESTER,52057,Delaware,9265,0.334804173009,147.019273217,109235.32,743,13.1663526245,9782.6,50,12.423230148,13.9718903416,49.417846568,299.274849315
4190,JEFFERSON,50129,Greene,9196,0.334588745031,105.27463745,132119.67,1255,8.95956175299,11244.25,51,13.4408446215,14.6854699298,35.4140478088,361.97169863
4191,PELLA,50219,Marion,5761,0.33512530332,196.539668874,89032.47,453,15.1258498896,6852.01,29,15.2618763797,16.1005705212,66.0421633554,243.924575342
4192,BETTENDORF,52722,Scott,6630,0.334670077533,127.325915119,96003.74,754,10.7309018568,8091.1,49,13.7520557029,14.2488152078,42.6360344828,263.023945205
4193,HARTLEY,51346,O'Brien,5089,0.33410506484,48.1925831564,68096.12,1413,3.75411181883,5304.56,45,13.3395258316,16.3972371723,16.1321868365,186.564712329
4194,NEWTON,50208,Jasper,10947,0.335272855233,129.609568706,129220.74,997,12.7622868606,12724.0,51,12.1423871615,11.843318527,43.6282447342,354.029424658
4195,TOLEDO,52342,Tama,9009,0.334427932995,114.069981567,123765.93,1085,10.4622949309,11351.59,49,13.5881382488,15.2601247345,38.2626635945,339.084739726
4196,DAVENPORT,52806,Scott,12012,0.334598824911,157.202387476,160660.84,1022,14.077739726,14387.45,50,14.4226125245,15.5082872053,52.7396575342,440.166684932
4197,SERGEANT BLUFF,51054,Woodbury,9405,0.334545869013,89.0304680582,140757.17,1581,7.10777988615,11237.4,51,15.250740038,15.3525134785,29.8246679317,385.636082192
4200,SIOUX CITY,51108,Woodbury,6591,0.334764096421,104.717137809,88904.85,849,9.25323910483,7856.0,44,14.0908716137,14.9079017331,35.3235217903,243.574931507
4201,SIOUX CITY,51109,Woodbury,7485,0.334420182699,72.6464934114,99235.11,1366,5.87957540264,8031.5,52,13.8070058565,14.8235864185,24.2895461201,271.877013699
4202,SIOUX CITY,51106,Woodbury,11343,0.334933753041,152.07663586,164546.92,1082,13.2351663586,14320.45,51,14.6402957486,13.8716237567,50.9793530499,450.813479452
4204,CLINTON,52733,Clinton,10330,0.334424170664,145.458488746,135712.77,933,12.9533762058,12085.5,51,13.9117577706,14.3917623641,48.7754769561,371.815808219
4205,MARSHALLTOWN,50158,Marshall,8432,0.334675711394,132.059399093,116476.39,882,12.1799886621,10742.75,43,14.3680272109,13.6095022136,44.3155895692,319.11339726
4209,GRIMES,50111,Polk,38106,0.334774083361,175.805880218,581214.24,3306,12.6873865699,41944.5,52,16.1790199637,15.1547994987,58.8158439201,1592.36778082
4223,EVANSDALE,50707,Black Hawk,11041,0.334394430311,62.986284585,79677.65,1265,4.90543873518,6205.38,31,11.8829486166,17.0916493477,21.0448063241,218.294931507
4228,VINTON,52349,Benton,24084,0.334853998011,194.419897157,321376.09,1653,17.1194192377,28298.4,50,13.2896975197,12.3157574732,65.4325045372,880.482438356
4229,HARLAN,51537,Shelby,10049,0.334268076363,230.502198697,141528.35,614,22.0779315961,13555.85,47,14.2211889251,13.2353131301,77.4923941368,387.74890411
4230,CLIVE,50325,Polk,6097,0.334801881058,99.9289688249,83340.76,834,8.40573141487,7010.38,49,13.5950119904,14.2881753244,33.4800239808,228.330849315
4231,LE MARS,51031,Plymouth,10645,0.334419193205,140.653271484,144028.95,1024,12.6625976562,12966.5,51,14.8205957031,15.2139141555,47.2182617187,394.599863014
4233,CRESCO,52136,Howard,10339,0.334623384343,128.719382171,145839.06,1133,11.9379964695,13525.75,50,14.2751809356,13.2601130585,43.177113857,399.559068493
4234,SPENCER,51301,Clay,9004,0.334605666146,213.216234375,136458.39,640,18.626328125,11920.85,52,13.90228125,12.9077449777,71.832109375,373.85860274
4235,WEBSTER CITY,50595,Hamilton,8362,0.334805824107,170.935291411,111449.81,652,16.4988496933,10757.25,42,14.6882361963,14.1324437628,57.7758588957,305.341945205
4236,EAGLE GROVE,50533,Wright,13587,0.334508737572,105.608540749,191785.11,1816,8.70374449339,15806.0,51,15.5862334802,15.6712720264,35.5198292952,525.438657534
4239,SPIRIT LAKE,51360,Dickinson,13506,0.334678120131,190.716104418,189953.24,996,19.2810742972,19203.95,49,13.5979116466,12.0463630713,64.3892269076,520.419835616
4246,SHENANDOAH,51601,Page,5071,0.334033476862,107.326433991,70728.12,659,8.91775417299,5876.8,48,14.3256752656,14.3315340704,35.9960698027,193.775671233
4248,SHELDON,51201,O'Brien,9311,0.335467394322,455.534335443,143948.85,316,39.8028481013,12577.7,35,13.6387974684,13.1342148885,153.822056962,394.380410959
4249,CLARINDA,51632,Page,3549,0.334617786859,91.4016159696,48077.25,526,8.26353612167,4346.62,27,13.523878327,13.1118635705,30.6606273764,131.718493151
4250,ELDORA,50627,Hardin,5064,0.334179524169,93.422919708,63994.7,685,8.85802919708,6067.75,47,13.6237226277,12.904964894,31.3149635036,175.327945205
4251,AMES,50014,Story,9881,0.334285204743,103.341464407,152428.66,1475,5.90676610169,8712.48,44,19.3435254237,24.0177627605,34.5326576271,417.612767123
4252,MONTICELLO,52310,Jones,11640,0.334570530376,128.17875502,159582.55,1245,11.896746988,14811.45,50,14.4396144578,15.8635838649,43.2605542169,437.212465753
4253,WINTERSET,50273,Madison,12543,0.334594554398,146.576144681,172226.97,1175,12.3692510638,14533.87,42,14.6963489362,14.5551991895,49.1112,471.854712329
4254,EMMETSBURG,50536,Palo Alto,9078,0.334316468056,134.331814208,122913.61,915,12.152295082,11119.35,44,13.7506885246,13.2714285714,45.1467868852,336.749616438
4255,ORANGE CITY,51041,Sioux,27074,0.334131838426,294.341508678,440923.58,1498,21.5299799733,32251.91,52,14.7138651535,17.477581724,98.7022696929,1208.00980822
4256,SIOUX CENTER,51250,Sioux,10938,0.334298861595,199.384619105,164891.08,827,16.0255743652,13253.15,46,13.3348730351,16.271468302,66.9863724305,451.756383562
4258,BURLINGTON,52601,Des Moines,11542,0.334700863207,183.700517928,184435.32,1004,14.487310757,14545.26,48,14.4547310757,14.754361102,61.8362649402,505.302246575
4260,OSCEOLA,50213,Clarke,14741,0.334236549854,283.023310887,252173.77,891,20.6061167228,18360.05,52,17.1831762065,16.6922071242,95.0494163861,690.887041096
4265,WATERLOO,50702,Black Hawk,33189,0.333814491312,95.5278364988,231368.42,2422,5.31005367465,12860.95,52,11.1235177539,21.3419338527,31.8766184971,633.886082192
4266,SHENANDOAH,51601,Page,6943,0.334095473279,141.635394322,89796.84,634,9.82996845426,6232.2,45,15.1220347003,15.7711446598,47.3061829653,246.018739726
4267,ANITA,50020,Cass,5345,0.333960439347,62.1911882998,68037.16,1094,5.09666361974,5575.75,46,13.7997806216,14.135220249,20.7721846435,186.403178082
4268,ALGONA,50511,Kossuth,9732,0.334765602771,113.159634907,127078.27,1123,10.7524577026,12075.01,50,13.9263045414,14.9974864811,38.419109528,348.159643836
